"","symbol","company_name","trading_name","isin_code","income_variable","year","value"
"139",4191,"Abdullah Saad Mohammed Abo Moati for Bookstores Co.","ABO MOATI","SA14TGAI1FH7","Cash Dividends",2019,"-"
"140",4191,"Abdullah Saad Mohammed Abo Moati for Bookstores Co.","ABO MOATI","SA14TGAI1FH7","Cash Dividends",2018,"-"
"141",4191,"Abdullah Saad Mohammed Abo Moati for Bookstores Co.","ABO MOATI","SA14TGAI1FH7","Other Distributions",2021,"10000"
"142",4191,"Abdullah Saad Mohammed Abo Moati for Bookstores Co.","ABO MOATI","SA14TGAI1FH7","Other Distributions",2020,"37529"
"143",4191,"Abdullah Saad Mohammed Abo Moati for Bookstores Co.","ABO MOATI","SA14TGAI1FH7","Other Distributions",2019,"8900"
"144",4191,"Abdullah Saad Mohammed Abo Moati for Bookstores Co.","ABO MOATI","SA14TGAI1FH7","Other Distributions",2018,"9295"
"145",4191,"Abdullah Saad Mohammed Abo Moati for Bookstores Co.","ABO MOATI","SA14TGAI1FH7","Balance End Period",2021,"25965"
"146",4191,"Abdullah Saad Mohammed Abo Moati for Bookstores Co.","ABO MOATI","SA14TGAI1FH7","Balance End Period",2020,"31166"
"147",4191,"Abdullah Saad Mohammed Abo Moati for Bookstores Co.","ABO MOATI","SA14TGAI1FH7","Balance End Period",2019,"55397"
"148",4191,"Abdullah Saad Mohammed Abo Moati for Bookstores Co.","ABO MOATI","SA14TGAI1FH7","Balance End Period",2018,"48484"
"149",4191,"Abdullah Saad Mohammed Abo Moati for Bookstores Co.","ABO MOATI","SA14TGAI1FH7","All figures are in",2021,"Thousands"
"150",4191,"Abdullah Saad Mohammed Abo Moati for Bookstores Co.","ABO MOATI","SA14TGAI1FH7","All figures are in",2020,"Thousands"
"151",4191,"Abdullah Saad Mohammed Abo Moati for Bookstores Co.","ABO MOATI","SA14TGAI1FH7","All figures are in",2019,"Thousands"
"152",4191,"Abdullah Saad Mohammed Abo Moati for Bookstores Co.","ABO MOATI","SA14TGAI1FH7","All figures are in",2018,"Thousands"
"153",4191,"Abdullah Saad Mohammed Abo Moati for Bookstores Co.","ABO MOATI","SA14TGAI1FH7","Currency",2021,"SAR"
"154",4191,"Abdullah Saad Mohammed Abo Moati for Bookstores Co.","ABO MOATI","SA14TGAI1FH7","Currency",2020,"SAR"
"155",4191,"Abdullah Saad Mohammed Abo Moati for Bookstores Co.","ABO MOATI","SA14TGAI1FH7","Currency",2019,"SAR"
"156",4191,"Abdullah Saad Mohammed Abo Moati for Bookstores Co.","ABO MOATI","SA14TGAI1FH7","Currency",2018,"SAR"
"157",4191,"Abdullah Saad Mohammed Abo Moati for Bookstores Co.","ABO MOATI","SA14TGAI1FH7","Last Update Date",2021,"2021-06-28"
"158",4191,"Abdullah Saad Mohammed Abo Moati for Bookstores Co.","ABO MOATI","SA14TGAI1FH7","Last Update Date",2020,"2020-06-30"
"159",4191,"Abdullah Saad Mohammed Abo Moati for Bookstores Co.","ABO MOATI","SA14TGAI1FH7","Last Update Date",2019,"2019-06-11"
"160",4191,"Abdullah Saad Mohammed Abo Moati for Bookstores Co.","ABO MOATI","SA14TGAI1FH7","Last Update Date",2018,"2018-06-06"
"161",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Sales",2020,"613108"
"162",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Sales",2019,"1110019"
"163",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Sales",2018,"1150946"
"164",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Sales",2017,"1124089"
"165",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Sales Cost",2020,"279989"
"166",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Sales Cost",2019,"473346"
"167",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Sales Cost",2018,"756752"
"168",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Sales Cost",2017,"700989"
"169",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Total Income",2020,"333119"
"170",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Total Income",2019,"636673"
"171",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Total Income",2018,"394194"
"172",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Total Income",2017,"423100"
"173",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Other Revenues",2020,"75457"
"174",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Other Revenues",2019,"-23542"
"175",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Other Revenues",2018,"-1441"
"176",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Other Revenues",2017,"22615"
"177",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Total Revenues",2020,"408576"
"178",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Total Revenues",2019,"613131"
"179",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Total Revenues",2018,"392753"
"180",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Total Revenues",2017,"445715"
"181",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Admin and Marketing Expenses",2020,"199771"
"182",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Admin and Marketing Expenses",2019,"263689"
"183",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Admin and Marketing Expenses",2018,"277362"
"184",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Admin and Marketing Expenses",2017,"261892"
"185",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Depreciation",2020,"320991"
"186",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Depreciation",2019,"364593"
"187",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Depreciation",2018,"166668"
"188",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Depreciation",2017,"154577"
"189",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Other Expenses",2020,"89213"
"190",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Other Expenses",2019,"127838"
"191",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Other Expenses",2018,"26365"
"192",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Other Expenses",2017,"20483"
"193",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Total Expenses",2020,"609975"
"194",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Total Expenses",2019,"756120"
"195",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Total Expenses",2018,"470395"
"196",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Total Expenses",2017,"436952"
"197",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Net Income Before Zakat",2020,"-201399"
"198",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Net Income Before Zakat",2019,"-142989"
"199",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Net Income Before Zakat",2018,"-77642"
"200",1820,"Abdulmohsen Alhokair Group for Tourism and Development","ALHOKAIR GROUP","SA13IG50SE12","Net Income Before Zakat",2017,"8763"
